Gattung,genre,Nummer,Project/Object_URI,Haltende_Einrichtung_1,Org_GND_1,OrgURI_1,Haltende_Einrichtung_2,Org_GND_2,OrgURI_2,Links,Signatur,Inventarnummer,id_type,id,Jahr,Jahr_1,Jahr_2,Jahr_3,Jahr_4,Jahr_5,Jahr_eindeutig,Date_Start_1,Date_End_1,Entstehungsdatum,Person_Name_1,Person_GND_1,Person_Rolle_1,Person_1_URI,crmP14CarriedOutBy_1,role_1,production1,activity1,Person_Name_2,Person_GND_2,Person_Rolle_2,Person_2_URI,crmPC14CarriedOutBy_2,role_2,production2,activity2,Person_Name_3,Person_GND_3,Person_Rolle_3,Person_3_URI,crmPC14CarriedOutBy_3,role_3,production3,activity3,Person_Name_4,Person_GND_4,Person_Rolle_4,Person_4_URI,crmPC14CarriedOutBy_4,role_4,production4,activity4,Titel,Ort_Name_1,Ort_Name_2,Getty_URI_2,Ort_Getty_ID,Getty_URI,Verlag,Beschreibung,Höhe,Breite,Tiefe,Format,Umfang,Technik_1,Technik_2,Material,Material_2,Material_3,Objekttyp,type,Schlagwörter_1,KeywordURI_8,KeywordURI_7,KeywordURI_6,KeywordURI_5,KeywordURI_4,KeywordURI_3,KeywordURI_2,KeywordURI_1,Schlagwörter_2,Schlagwörter_3,Schlagwörter_4,Schlagwörter_5,Schlagwörter_6,Schlagwörter_7,Schlagwörter_8,Provenienz_1,Provenienz_2,Provenienz_3,Note_to_Provenienz_3,Werktitel_7,Werktitel_6,Werktitel_5,Werktitel_4,Werktitel_3,Werktitel_2,Werktitel_1,Werktitel_GND_1,Werktitel_GND_2,Werktitel_GND_3,Werktitel_GND_4,Werktitel_GND_5,Werktitel_GND_6,Werktitel_GND_7,Beziehung_1,Beziehung_2,Beziehung_3,Beziehung_4,Beziehung_5,Beziehung_6,Beziehung_7,Beziehung_Objekt_1,Beziehung_Objekt_2,Beziehung_Objekt_3,Beziehung_Objekt_4,Beziehung_Objekt_5,Beziehung_Objekt_6,Beziehung_Objekt_7,Beziehung_Objekt_8,Beziehung_Objekt_9,Beziehung_Objekt_10,Beziehung_Objekt_11,Beziehung_Objekt_12,Objekt_Freitext_1,Objekt_Freitext_2,Objekt_Freitext_3,Objekt_Freitext_4,Objekt_Freitext_5,Objekt_Freitext_6,Objekt_Freitext_7,Objekt_Freitext_8,Objekt_Freitext_9,Objekt_Freitext_10,Objekt_Freitext_11,Objekt_Freitext_12,Titel_Sammlung_1,Sammlung,Titel_Sammlung_2,Sammlungsnormdatensatz_GND_1,Sammlung_GND,Sammlungsnormdatensatz_GND_2,Kommentar,Goethe_Ausgaben_1,Goethe_Ausgaben_2,Goethe_Ausgaben_3,Goethe_Ausgaben_4,Erwähnung_Brief_1,Erwähnung_Brief_2,Erwähnung_Brief_3,Erwähnung_Brief_4,Link_Brief_1,Link_Brief_2,Link_Brief_3,Erwähnung_Tagebuch_1,Erwähnung_Tagebuch_2,Erwähnung_Tagebuch_3,Erwähnung_Tagebuch_4,Erwähnung_Tagebuch_5,Erwähnung_Tagebuch_6,Erwähnung_Tagebuch_7,Erwähnung_Tagebuch_8,Erwähnung_Tagebuch_9,Erwähnung_Tagebuch_10,Tagebuch_11,Tagebuch_12,Link_Tagebuch,Literatur_Bezeichnung_1,Literatur_Bezeichnung_2,Literatur_Bezeichnung_3,Literatur_Bezeichnung_4,Literatur_Bezeichnung_5,Literatur_Link_K10plus
Objekt,object,Objekt34,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt34,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 282,Inventarnummer,GFz282,1806/07,1806/07,,,,,1806/07,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz282/production,,"Wünsch, Christian Ernst",119059150,Erwähnte Person,d-nb.info/gnd/119059150,id/drawing/actor/gnd_119059150/Associated_person,associated_person,,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel X, Vorlage",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"20,6 cm","16,0 cm",,,,"Feder in Schwarz, aquarelliert und laviert",,"Papier, weiß, auf starkes grobes blaues aufgeklebt",,,Zeichnung,drawing,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre","Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre","Zur Farbenlehre, Tafelband, Tafel X",1214403700,1214404014,1214404014,,,,,Vorlage von Druckversion,hat Bezug zu,hat Bezug zu,,,,,hat vorbereitende Studie,hat vorbereitende Studie,hat vorbereitende Studie,hat vorbereitende Studie,hat vorbereitende Studie,ist Druckform für,ist Druckform für,ist Druckform für,ist Druckform für,ist Druckform für,ist Druckform für,ist Druckform für,Objekt29,Objekt30,Objekt31,Objekt32,Objekt33,Objekt35,Objekt36,Objekt37,Objekt38,Objekt39,Objekt40,Objekt41,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Druckvorlage für Tafel X in ""Zur Farbenlehre""; Obere Mitte links  ""IX"" (gestrichen) ""X"", rechts oben ""16"", Handschrift Goethes; Weißes Papier auf grobes blaues aufgeklebt, so daß davon ein Mittelstreif freigeblieben ist, um dort die Überschriften ""Natur Wünsch"" anzubringen. Die Vorlage ist vollständig beschriftet und koloriert.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt33,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt33,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 281,Inventarnummer,GFz281,1796/1806,1796/1806,,,,,1796/1806,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz281/production,,,,,,,,,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel X (IX), fünfte Vorstudie",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"24,1 cm","17,8 cm",,,,"Feder in Schwarz, aquarelliert, Bleistift",,"dünnes Papier, weiß, gerippt",,,Zeichnung,drawing,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre","Zur Farbenlehre, Tafelband, Tafel IX",1214403697,1214404014,,,,,,ist Vorstudie für,hat Bezug zu,,,,,,hat vorbereitende Studie,hat vorbereitende Studie,hat vorbereitende Studie,hat vorbereitende Studie,,,,,,,,,Objekt29,Objekt30,Objekt31,Objekt32,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"'Zur Farbenlehre', Tafel X, fünfte Vorstudie, gleichzeitig Vorstudie für Tafel IX; Überlegungen Goethes im Stile der Physiker Friedrich Albrecht Carl Gren und Franz Xaver von Zach (Allgemeine Literatur Zeitung); Farben der oberen Figur links: blaurot, blau, grün, gelb, gelbrot; der mittleren links: blau, blaurot, Purpur, gelbrot, gelb. In den rechts daneben ligenden Figuren sind dieselben Farben je über fünf diagonal aneinander stoßende Quadrate verteilt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt32,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt32,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 280,Inventarnummer,GFz280,1796/1806,1796/1806,,,,,1796/1806,,,,"Goethe, Johann Wolfgang von",118540238,Illustrator*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Illustrator,illustrator,/id/drawing/GFz280/production,,"Wünsch, Christian Ernst",119059150,Erwähnte Person,d-nb.info/gnd/119059150,id/drawing/actor/gnd_119059150/Associated_person,associated_person,,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel X, vierte Vorstudie zu den Versuchen von Christian Ernst Wünsch",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"23,8 cm","17,0 cm",,,,"Feder in Schwarz, aquarelliert, Bleistift",,"starkes Papier, weiß, gerippt",,,Zeichnung,drawing,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre","Zur Farbenlehre, Tafelband, Tafel X",1214403700,1214404014,,,,,,ist Vorstudie für,hat Bezug zu,,,,,,ist Vorstudie für,hat vorbereitende Studie,hat vorbereitende Studie,hat vorbereitende Studie,,,,,,,,,Objekt33,Objekt29,Objekt30,Objekt31,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Vorbereitende Studie für Tafel X in 'Zur Farbenlehre'. Goethe setzt sich hier mit den Theorien des Physikers Christian Ernst Wünsch auseinander; Am Oberrande des Blattes ist in Goethes Handschrift notiert: ""Aus Notwendigkeit seiner Hypothese nimmt er ein grün an, das man nicht sieht und muß ein blau zugeben, daß er nicht erklären kann"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt31,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt31,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 279,Inventarnummer,GFz279,1796/1806,1796/1806,,,,,1796/1806,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz279/production,,,,,,,,,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel X (XI), dritte Vorstudie",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"23,6 cm","19,0 cm",,,,"Feder in Schwarz, aquarelliert, Bleistift",,"dünnes Papier, weiß, gerippt",,,Zeichnung,drawing,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre","Zur Farbenlehre, Tafelband, Tafel X",1214403700,1214404014,,,,,,ist Vorstudie für,hat Bezug zu,,,,,,hat vorbereitende Studie,hat vorbereitende Studie,ist Vorstudie für,ist Vorstudie für,hat Bezug zu,,,,,,,,Objekt29,Objekt30,Objekt32,Objekt33,Objekt30,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Dritte Vorstudie für Tafel X in 'Zur Farbenlehre'; Analytische Darstellung ähnlich der Inventarnummer GFz 278, nur diesmal in sieben Farben (analog dem Spektrum Newtons) aufgelöst. Die Farben entsprechen der Grafik unter Inventarnummer GFz 255.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt30,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt30,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 278,Inventarnummer,GFz278,1796/1806,1796/1806,,,,,1796/1806,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz278/production,,,,,,,,,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel X, zweite Vorstudie",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"19,3 cm","19,0 cm",,,,"Feder in Schwarz, aquarelliert und grau laviert, Bleistift",,"dünnes Papier, weiß, gerippt",,,Zeichnung,drawing,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband, Tafel X",1214403700,,,,,,,ist Vorstudie für,,,,,,,hat vorbereitende Studie,ist Vorstudie für,ist Vorstudie für,ist Vorstudie für,hat Bezug zu,hat Bezug zu,,,,,,,Objekt29,Objekt31,Objekt32,Objekt33,Objekt29,Objekt36,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Zweite Vorstudie für Tafel X in 'Zur Farbenlehre'; Der rechte Abschnitt entspricht dem linken der Zeichnung unter der Inventarnummer GFz 277; links daneben Analyse nach Art der Allgemeinen Literaturzeitung, vgl. Zeichnung unter der Inventarnummer GFz 284.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt29,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt29,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 277,Inventarnummer,GFz277,1796/1806,1796/1806,,,,,1796/1806,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/drawing/actor/gnd_118540238/Artist,artist,/id/drawing/GFz277/production,,,,,,,,,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel X, erste Vorstudie",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"23,5 cm","19,0 cm",,,,"Feder in Schwarz, aquarelliert und grau laviert, Bleistift",,"dünnes Papier, weiß, fein gerippt",,,Zeichnung,drawing,Physische Farben,,,,,,,/id/subject/NewtonTheorie,/id/subject/PhysischeFarben,Newton (Theorie),,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre","Zur Farbenlehre, Tafelband, Tafel X",1214403700,1214404014,,,,,,ist Vorstudie für,hat Bezug zu,,,,,,ist Vorstudie für,ist Vorstudie für,ist Vorstudie für,ist Vorstudie für,hat Bezug zu,,,,,,,,Objekt30,Objekt31,Objekt32,Objekt33,Objekt36,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Erste Vorstudie für Tafel X im Tafelband 'Zur Farbenlehre'; Ein schwarzer Streif (m n p q) durchs Prisma betrachtet: links aus geringem Abstand, rechts aus großem, wobei sich die Farbsteifen in der Mitte überlagern. Dies sollte nach Goethes Verständnis in Newtons Modell der Farbrefraktion nicht vorkommen. Goethe sucht so Newton zu widerlegen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt28,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt28,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 269,Inventarnummer,GFz269,1810 oder 1818 oder 1821 oder 1824 oder 1825,1810,1818,1821,1824,1825,,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz269/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz269/production,,"Steiner, Karl Friedrich Christian",117254398,Illustrator*in,d-nb.info/gnd/117254398,id/graphic/actor/gnd_117254398/Illustrator,illustrator,/id/graphic/GFz269/production,,,,,,,,,,"'Zur Farbenlehre', Tafel IX, koloriert",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"27,5 cm","23,0 cm",,,,"Radierung, aquarelliert",,"Papier, weiß",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,hat Bezug zu,ist Vorstudie für,,,,,,basiert auf,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,,,Objekt19,Objekt20,Objekt21,Objekt22,Objekt23,Objekt24,Objekt25,Objekt26,Objekt27,Objekt28,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Dies ist ein Probedruck für Tafel IX im Tafelband von 'Zur Farbenlehre', bereits sorgfältig koloriert.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt27,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt27,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 268,Inventarnummer,GFz268,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz268/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz268/production,,"Steiner, Karl Friedrich Christian",117254398,Illustrator*in,d-nb.info/gnd/117254398,id/graphic/actor/gnd_117254398/Illustrator,illustrator,/id/graphic/GFz268/production,,,,,,,,,,"'Zur Farbenlehre', Tafel IX, Tafelnummer handschriftlich, koloriert [verblasst]",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"21,1 cm","16,8 cm",,,,"Radierung, aquarelliert",,"Papier, weiß",,,Grafik,graphic,Didaktischer Teil,,,,,,/id/subject/Tafeln,/id/subject/PhysischeFarben,/id/subject/DidaktischerTeil,Physische Farben,Tafeln,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,hat Bezug zu,ist Vorstudie für,,,,,,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Vorstudie für,,,,Objekt20,Objekt21,Objekt22,Objekt23,Objekt24,Objekt25,Objekt26,Objekt28,Objekt19,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Dies ist ein Probedruck der Druckvorlage für Tafel IX im Tafelband von ""Zur Farbenlehre"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt26,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt26,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 267,Inventarnummer,GFz267,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz267/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz267/production,,"Steiner, Karl Friedrich Christian",117254398,Illustrator*in,d-nb.info/gnd/117254398,id/graphic/actor/gnd_117254398/Illustrator,illustrator,/id/graphic/GFz267/production,,,,,,,,,,"'Zur Farbenlehre', Tafel IX, Tafelnummer handschriftlich, koloriert.",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"20,6 cm","16,6 cm",,,,"Radierung, aquarelliert",,"Papier, weiß",,,Grafik,graphic,Didaktischer Teil,,,,,,/id/subject/Tafeln,/id/subject/PhysischeFarben,/id/subject/DidaktischerTeil,Physische Farben,Tafeln,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,hat Bezug zu,ist Vorstudie für,,,,,,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,basiert auf,,,,Objekt20,Objekt21,Objekt22,Objekt23,Objekt24,Objekt25,Objekt27,Objekt28,Objekt19,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Kolorierter Abzug für 'Zur Farbenlehre', Tafel IX. Die Nummerierung ist aber noch handschriftlich hinzugefügt, noch nicht gedruckt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt25,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt25,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 266,Inventarnummer,GFz266,1810 oder 1818 oder 1821 oder 1824 oder 1825,1810,1818,1821,1824,1825,,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz266/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz266/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IX [nicht koloriert]",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"27,7 cm","22,4 cm",,,,Radierung,,"starkes Papier, weiß, gerippt",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,hat Bezug zu,ist Vorstudie für,,,,,,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,basiert auf,,,,Objekt20,Objekt21,Objekt22,Objekt23,Objekt24,Objekt26,Objekt27,Objekt28,Objekt19,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,Nicht kolorierter Probedruck von Tafel IX; ohne Kolorierung ist die Tafel allerdings für Außenstehende nicht zu verstehen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt24,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt24,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 265,Inventarnummer,GFz265,1810,1810,,,,,1810,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz265/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz265/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IX [nicht koloriert, aber mit Tafelnummer]",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"21,1 cm","17,0 cm",,,,Radierung,,"Papier, weiß, gerippt",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,hat Bezug zu,ist Vorstudie für,,,,,,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,basiert auf,,,,Objekt20,Objekt21,Objekt22,Objekt23,Objekt25,Objekt26,Objekt27,Objekt28,Objekt19,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,Nicht kolorierter Probedruck von Tafel IX; ohne Kolorierung ist die Tafel allerdings für Außenstehende nicht zu verstehen.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt23,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt23,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 264,Inventarnummer,GFz264,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz264/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz264/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IX, ohne Tafelnummer",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"21,0 cm","16,8 cm",,,,Radierung,,"Papier, weiß, gerippt",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,hat Bezug zu,ist Vorstudie für,,,,,,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,basiert auf,,,,,Objekt20,Objekt21,Objekt24,Objekt25,Objekt26,Objekt27,Objekt28,Objekt19,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Version von 'Zur Farbenlehre', Tafel IX, ohne Tafelnummer [nicht koloriert]; Die Drucke mit den Inventarnummern GFz 263 und 264 zeigen zwischen den Gruppen der Überschrift nur einfache Punkte, während die Punkte bei den übrigen Abzügen zwischen kurze Parallelstiche gesetzt sind.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt22,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt22,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 263,Inventarnummer,GFz263,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz263/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz263/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IX, ohne Tafelnummer",Weimar,,,"[""""]","http://vocab.getty.edu/page/tgn/[""""]",,,"21,2 cm","16,9 cm",,,,Radierung,,"Papier, weiß, gerippt",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,hat Bezug zu,ist Vorstudie für,,,,,,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,basiert auf,,,,Objekt20,Objekt21,Objekt23,Objekt24,Objekt25,Objekt26,Objekt27,Objekt28,Objekt19,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Version von 'Zur Farbenlehre', Tafel IX, ohne Tafelnummer [nicht koloriert]; die Blätter mit den Invenaturnummern GFz 263 und 264 zeigen zwischen den Gruppen der Überschrift nur einfache Punkte, während die Punkte bei den übrigen Abzügen zwischen kurze Parallelstiche gesetzt sind.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
